,OBJECTID,collection_method,created_date,created_user,difficulty,difficulty_max,difficulty_min,difficulty_outlier,last_edited_date,last_edited_user,name,name_common,name_river,name_section,nav_link_aw,notes,reach_id,side_of_river,type,SHAPE
3030,3031,,,,I-II,II,I,,,,,,Little Coal River. Pond Fork,2. Van to Madison,http://www.americanwhitewater.org/content/River/detail/id/3046/,,3046,,putin,"{'x': -81.71108057599997, 'y': 37.97217670900005, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3031,3032,,,,I-II,II,I,,,,,,"Cheat, Shavers Fork",5. Bowden to bridge crossing Shavers Fork near Little Black Fork ,http://www.americanwhitewater.org/content/River/detail/id/3047/,,3047,,putin,"{'x': -79.70463506599998, 'y': 38.91114922500003, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3032,3033,,,,I-III,III,I,,,,,,"Penobscot, E. Branch",Whetstone Falls to Medway ,http://www.americanwhitewater.org/content/River/detail/id/3048/,,3048,,putin,"{'x': -68.61829999999998, 'y': 45.89470000000006, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3033,3034,,,,I-II,II,I,,,,,,"Penobscot, S. Branch",US Rt. 201 Bridge to Canada Falls Lake,http://www.americanwhitewater.org/content/River/detail/id/3049/,,3049,,putin,"{'x': -70.35306786799998, 'y': 45.78384652900007, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3034,3035,,,,II+,II+,,,,,,,Big Run,Confluence with Teeter Camp Run to Cherry Grove,http://www.americanwhitewater.org/content/River/detail/id/3050/,,3050,,putin,"{'x': -79.56669077699996, 'y': 38.62326644800004, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3035,3036,,,,II-III,III,II,,,,,,Little Huff Creek,Confluence with Muzzle Ceeek to Justice,http://www.americanwhitewater.org/content/River/detail/id/3051/,,3051,,putin,"{'x': -81.78829289799995, 'y': 37.55188805700004, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3036,3037,,,,I-II,II,I,,,,,,Ouachita,4) Remmel Dam to I-30 at Malvern (6 miles),http://www.americanwhitewater.org/content/River/detail/id/3052/,,3052,,putin,"{'x': -92.89375247499999, 'y': 34.426768184000025, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3037,3038,,,,III+,III+,,,,,,,Gutter Rock Creek,FR 1631C to Robert Hill Road (3 miles),http://www.americanwhitewater.org/content/River/detail/id/3053/,,3053,,putin,"{'x': -93.66329999999994, 'y': 35.20860000000005, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3038,3039,,,,II-IV,IV,II,,,,,,Clark Creek,Lost Valley (1 mile),http://www.americanwhitewater.org/content/River/detail/id/3054/,,3054,,putin,"{'x': -93.38299999999998, 'y': 36.013600000000054, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3039,3040,,,,II,II,,,,,,,"Blakely Creek, North Fork",North Fork Road to Hwy 84 (2.9 miles),http://www.americanwhitewater.org/content/River/detail/id/3055/,,3055,,putin,"{'x': -92.92311683799994, 'y': 34.37614013600006, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3040,3041,,,,III,III,,,,,,Searsburg Section,Deerfield,1) Searsburg Dam to Harriman Reservoir,http://www.americanwhitewater.org/content/River/detail/id/3056/,,3056,,putin,"{'x': -72.94994779699994, 'y': 42.901956667000036, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3041,3042,,,,III+,III+,,,,,,,Winnipesaukee,2. Cross Mill bridge road to Franklin,http://www.americanwhitewater.org/content/River/detail/id/3057/,,3057,,putin,"{'x': -71.62168615099995, 'y': 43.44353923400007, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3042,3043,,,,III,III,,,,,,Trash Dump rapids,Souhegan,2) NH Rte. 101 Bridge to Wilton,http://www.americanwhitewater.org/content/River/detail/id/3058/,,3058,,putin,"{'x': -71.74934230599996, 'y': 42.83269189400005, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3043,3044,,,,II-III,III,II,,,,,,Baker,2. Rte. 118 to Wentworth,http://www.americanwhitewater.org/content/River/detail/id/3059/,,3059,,putin,"{'x': -71.87829999999997, 'y': 43.939400000000035, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3044,3045,,,,II,II,,,,,,,Salmon,"Jeremy, Old route 2 to covered bridge at Hwy 16",http://www.americanwhitewater.org/content/River/detail/id/3060/,,3060,,putin,"{'x': -72.38407618599996, 'y': 41.58874805700003, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3045,3046,,,,IV+,IV+,,,,,,,Fall,Otis Reservoir to Farmington River,http://www.americanwhitewater.org/content/River/detail/id/3061/,,3061,,putin,"{'x': -73.05823643499997, 'y': 42.15871049800006, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3046,3047,,,,II,II,,,,,,Upper New Boston,"Farmington, W. Branch",1. Reservoir Road to Iron Bridge,http://www.americanwhitewater.org/content/River/detail/id/3062/,,3062,,putin,"{'x': -73.07344920299994, 'y': 42.15682651900005, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3047,3048,,,,IV,IV,,,,,,,Doublecamp Creek,to Citico Creek,http://www.americanwhitewater.org/content/River/detail/id/3063/,,3063,,putin,"{'x': -84.04868658899994, 'y': 35.439422507000074, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3048,3049,,,,III+(V),III+,,V,,,,,White Salmon,4 - BZ Corner to Buck Creek,http://www.americanwhitewater.org/content/River/detail/id/3064/,,3064,,putin,"{'x': -121.50894669999997, 'y': 45.85150627300004, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3049,3050,,,,IV-V,V,IV,,,,,,Little Stony Creek,Little Stony Falls to Hanging Rock,http://www.americanwhitewater.org/content/River/detail/id/3065/,,3065,,putin,"{'x': -82.51414326599996, 'y': 36.86683633400003, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3050,3051,,,,IV+,IV+,,,,,,,Canyon Creek (Lewis River Trib.),2 - Fly Creek to Merwin Reservoir,http://www.americanwhitewater.org/content/River/detail/id/3066/,,3066,,putin,"{'x': -122.31603966799997, 'y': 45.94000847400008, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3051,3052,,,,II-III,III,II,,,,,,Tilton,1. Morton to Bremer (Upper),http://www.americanwhitewater.org/content/River/detail/id/3067/,,3067,,putin,"{'x': -122.288950995, 'y': 46.55950756500005, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3052,3053,,,,II,II,,,,,,,Deschutes,Vail Loop Rd. to Military Rd.,http://www.americanwhitewater.org/content/River/detail/id/3068/,,3068,,putin,"{'x': -122.55730673699998, 'y': 46.831931058000066, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3053,3054,,,,I-II,II,I,,,,,,Puyallup,3 - McMillin to Puyallup,http://www.americanwhitewater.org/content/River/detail/id/3069/,,3069,,putin,"{'x': -122.22686825499994, 'y': 47.14012673000008, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3054,3055,,,,II+,II+,,,,,,,South Prairie Creek,2. Lower Burnett to above Carbon River (Lower),http://www.americanwhitewater.org/content/River/detail/id/3070/,,3070,,putin,"{'x': -122.056096621, 'y': 47.13248087000005, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3055,3056,,,,II,II,,,,,,,White,3. Buckley to Auburn (Lower),http://www.americanwhitewater.org/content/River/detail/id/3071/,,3071,,putin,"{'x': -122.02301148699996, 'y': 47.174050299000044, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3056,3057,,,,III-IV,IV,III,,,,,,Meadow Creek,2. Claypool to New River at Meadow Creek (town),http://www.americanwhitewater.org/content/River/detail/id/3072/,,3072,,putin,"{'x': -80.85819821899997, 'y': 37.85328102300008, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3057,3058,,,,I-V,V,I,,,,,,Deschutes,03. Big River Campground to Benham Falls ,http://www.americanwhitewater.org/content/River/detail/id/3073/,,3073,,putin,"{'x': -121.49899565399994, 'y': 43.81729611800006, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3058,3059,,,,II-III+(V+),III+,II,V+,,,,,Deschutes,04. Benham Falls to Dillon Falls ,http://www.americanwhitewater.org/content/River/detail/id/3074/,,3074,,putin,"{'x': -121.40999659299996, 'y': 43.93530244400006, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3059,3060,,,,V,V,,,,,,Lava,Deschutes,07. Lava Island Falls to Meadow Picnic Area,http://www.americanwhitewater.org/content/River/detail/id/3075/,,3075,,putin,"{'x': -121.39985999999999, 'y': 43.98428880900008, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3060,3061,,,,III,III,,,,,,,"Trask, N. Fork",North Fork of North Fork Trask River to Trask Park,http://www.americanwhitewater.org/content/River/detail/id/3076/,,3076,,putin,"{'x': -123.46111934699996, 'y': 45.46524870700006, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3061,3062,,,,III,III,,,,,,,Trask,Fish Hatchery to Upper Peninsula Boat Ramp,http://www.americanwhitewater.org/content/River/detail/id/3077/,,3077,,putin,"{'x': -123.60031297999996, 'y': 45.41515953500004, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3062,3063,,,,III+(IV),III+,,IV,,,,,Calapooya,Nonpareil to Driver Valley Road,http://www.americanwhitewater.org/content/River/detail/id/3078/,,3078,,putin,"{'x': -123.16497720399997, 'y': 43.40876320400008, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3063,3064,,,,II,II,,,,,,,Grande Ronde,B. Red Bridge State Park to Hilgard Junction State Park ,http://www.americanwhitewater.org/content/River/detail/id/3079/,,3079,,putin,"{'x': -118.33065543599997, 'y': 45.28951170300007, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3064,3065,,,,II(IV),II,,IV,,,,,Grande Ronde,E. Elgin to Palmer Junction (Wallowa Confluence),http://www.americanwhitewater.org/content/River/detail/id/3080/,,3080,,putin,"{'x': -117.90887743499997, 'y': 45.56255383900003, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3065,3066,,,,II-III,III,II,,,,,Minam (Wallowa River) to Troy (Grande Ronde River),Grande Ronde,F. Minam (Wallowa River) to Troy ,http://www.americanwhitewater.org/content/River/detail/id/3081/,,3081,,putin,"{'x': -117.72106684599999, 'y': 45.621613343000035, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3066,3067,,,,II-III,III,II,,,,,Troy to Boggan's Oasis,Grande Ronde,G. Troy to Boggan's Oasis ,http://www.americanwhitewater.org/content/River/detail/id/3082/,,3082,,putin,"{'x': -117.44899493099996, 'y': 45.94592435700008, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3067,3068,,,,II-IV,IV,II,,,,,Boggan's Oasis to Snake River,Grande Ronde,H. Boggan's Oasis to Snake River ,http://www.americanwhitewater.org/content/River/detail/id/3083/,,3083,,putin,"{'x': -117.25599999999997, 'y': 46.03920000000005, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3068,3069,,,,III,III,,,,,,Lower Deschutes,Deschutes,L. Sherar's Falls to Columbia River ,http://www.americanwhitewater.org/content/River/detail/id/3084/,,3084,,putin,"{'x': -121.04377773999994, 'y': 45.25326652800004, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3069,3070,,,,III,III,,,,,,,Fall Creek,Strickler to Lee Creek  (12 miles),http://www.americanwhitewater.org/content/River/detail/id/3085/,,3085,,putin,"{'x': -94.31267746599997, 'y': 35.83341315100006, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3070,3071,,,,I-II(III),II,I,III,,,,,Coosa,CR 213 or the dam to River Road,http://www.americanwhitewater.org/content/River/detail/id/3086/,,3086,,putin,"{'x': -86.25539999999995, 'y': 32.61710000000005, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3071,3072,,,,III-IV,IV,III,,,,,Lower,Deadwood,2. End of the Road to S. Fork Payette River,http://www.americanwhitewater.org/content/River/detail/id/3087/,,3087,,putin,"{'x': -115.64939275799998, 'y': 44.130448589000025, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3072,3073,,,,III-IV,IV,III,,,,,,Monumental Creek,"Upper Monumental Campground to Cache Bar (Middle Fork, Salmon)",http://www.americanwhitewater.org/content/River/detail/id/3088/,,3088,,putin,"{'x': -115.11795768299999, 'y': 45.01876671100007, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3073,3074,,,,III-V,V,III,,,,,Upper Run,Panther Creek,1. Trapper Flat to Birch Creek,http://www.americanwhitewater.org/content/River/detail/id/3089/,,3089,,putin,"{'x': -114.29843204999997, 'y': 45.16497507500003, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3074,3075,,,,II,II,,,,,,,Boise,Troutdale Campground to Badger Creek Campground,http://www.americanwhitewater.org/content/River/detail/id/3090/,,3090,,putin,"{'x': -115.64182487099998, 'y': 43.707855505000055, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3075,3076,,,,II-III,III,II,,,,,Also includes RF 05050002004 and RF 05050002003,Bluestone,2. Eads Mill to Bluestone State Park,http://www.americanwhitewater.org/content/River/detail/id/3091/,,3091,,putin,"{'x': -81.07134405599999, 'y': 37.47904708500005, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3076,3077,,,,I-II,II,I,,,,,,Olentangy,Just South of Delaware to Chapman Rd. pull-off,http://www.americanwhitewater.org/content/River/detail/id/3092/,,3092,,putin,"{'x': -83.06377803899994, 'y': 40.28681286300008, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3077,3078,,,,III-IV,IV,III,,,,,,Panther Creek,Confluence with Jim's Branch to confluence with Gauley River,http://www.americanwhitewater.org/content/River/detail/id/3093/,,3093,,putin,"{'x': -80.66535751899994, 'y': 38.230022880000035, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3078,3079,,,,II-IV,IV,II,,,,,,Little Laurel Creek,CR39/11 bridge to confluence with Cherry River,http://www.americanwhitewater.org/content/River/detail/id/3094/,,3094,,putin,"{'x': -80.52329609099996, 'y': 38.195311909000054, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3079,3080,,,,I-II,II,I,,,,,,Deer Creek,Confluence with North Fork of Deer Creek to confluence with Greenbrier River near Cass,http://www.americanwhitewater.org/content/River/detail/id/3095/,,3095,,putin,"{'x': -79.85693209899995, 'y': 38.418388640000046, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3080,3081,,,,V,V,,,,,,Upper Kannah Creek,Kannah Creek,01. Kannah Creek TH to Girl Scout Camp Bridge,http://www.americanwhitewater.org/content/River/detail/id/3096/,,3096,,putin,"{'x': -108.22865279899997, 'y': 38.962234127000045, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3081,3082,,,,V+,V+,,,,,,,"Anthracite Creek, Ruby Fork",01. Bridge to Erikson Springs Campground,http://www.americanwhitewater.org/content/River/detail/id/3097/,,3097,,putin,"{'x': -107.16336676399999, 'y': 38.862191524000025, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3082,3083,,,,III,III,,,,,,,"Gunnison, North Fork",01. Paonia Reservoir to below Somerset,http://www.americanwhitewater.org/content/River/detail/id/3098/,,3098,,putin,"{'x': -107.35900045499994, 'y': 38.93986520100003, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3083,3084,,,,II-III,III,II,,,,,,Second Creek,State Rte. 132 to Confluence with Todd's Fork,http://www.americanwhitewater.org/content/River/detail/id/3099/,,3099,,putin,"{'x': -84.07639999999998, 'y': 39.31390000000005, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3084,3085,,,,I-II,II,I,,,,,,Portage,Woodville to Elmore,http://www.americanwhitewater.org/content/River/detail/id/3100/,,3100,,putin,"{'x': -83.36609999999996, 'y': 41.45780000000008, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3085,3086,,,,IV-V,V,IV,,,,,AKA Section 00,Chattooga,Chattooga Cliffs - Grimshawes Bridge to Bull Pen Bridge,http://www.americanwhitewater.org/content/River/detail/id/3101/,,3101,,putin,"{'x': -83.11845250799996, 'y': 35.058330967000074, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3086,3087,,,,III-IV,IV,III,,,,,Freeman Falls to Mennonite Church camp ground,Jacobs Creek,1. Acme to Laurelville,http://www.americanwhitewater.org/content/River/detail/id/3102/,,3102,,putin,"{'x': -79.42689999999999, 'y': 40.14360000000005, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3087,3088,,,,II-III,III,II,,,,,,Raquette,6) Brown's Bridge to Massena,http://www.americanwhitewater.org/content/River/detail/id/3103/,,3103,,putin,"{'x': -74.96039999999994, 'y': 44.58660000000003, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3088,3089,,,,IV,IV,,,,,,,Scioto,O'Shaughnessy Dam,http://www.americanwhitewater.org/content/River/detail/id/3104/,,3104,,putin,"{'x': -83.12379999999996, 'y': 40.15400000000005, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3089,3090,,,,I-II,II,I,,,,,,Gauley,5.  Camden-0n-Gauley to Curtin Bridge,http://www.americanwhitewater.org/content/River/detail/id/3105/,,3105,,putin,"{'x': -80.60111649199996, 'y': 38.36566937200007, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3090,3091,,,,II-III(IV),III,II,IV,,,,Crupperneck Section,Gauley,6. Curtin Bridge to confluence with Persinger Creek,http://www.americanwhitewater.org/content/River/detail/id/3106/,,3106,,putin,"{'x': -80.64105138699995, 'y': 38.291185797000026, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3091,3092,,,,IV-V(V+),V,IV,V+,,,,Upper Otter Wilderness,Otter Creek,1. Fish Liming Operation to Big Spring Gap,http://www.americanwhitewater.org/content/River/detail/id/3107/,,3107,,putin,"{'x': -79.66794615099997, 'y': 38.945929188000036, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3092,3093,,,,I-II,II,I,,,,,,Des Plaines,"b) Lockport, Fishnet Rapids: Romeo Rd. to Division St. (0.75 mile or 4.25 mile)",http://www.americanwhitewater.org/content/River/detail/id/3108/,,3108,,putin,"{'x': -88.07139219199996, 'y': 41.63964622300006, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3093,3094,,,,II+,II+,,,,,,,St. Joseph,East Race Whitewater Course (0.35 mile),http://www.americanwhitewater.org/content/River/detail/id/3109/,,3109,,putin,"{'x': -86.24530347499996, 'y': 41.67537468900008, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3094,3095,,,,V,V,,,,,,Clear Creek Ark,Clear Creek (Arkansas Tributary),01. Missouri Creek TH to Dirt Road,http://www.americanwhitewater.org/content/River/detail/id/3110/,,3110,,putin,"{'x': -106.44044051899999, 'y': 38.983908780000036, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3095,3096,,,,III+,III+,,,,,,Upper White's Creek,White's Creek (Rhea County),1. Rt 68 to Possum Trot/Alloway Bridge,http://www.americanwhitewater.org/content/River/detail/id/3111/,,3111,,putin,"{'x': -84.88262824199995, 'y': 35.77857723300008, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3096,3097,,,,III-IV+,IV+,III,,,,,,Sultan,2. Powerhouse to Fishing Access,http://www.americanwhitewater.org/content/River/detail/id/3112/,,3112,,putin,"{'x': -121.81477758799997, 'y': 47.908521792000045, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3097,3098,,,,IV-V,V,IV,,,,,Jarvis Creek Canyon,Jarvis Creek,Trail above McCumber Creek to Trail below Ober Creek,http://www.americanwhitewater.org/content/River/detail/id/3113/,,3113,,putin,"{'x': -145.71299999999997, 'y': 63.68310000000008, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3098,3099,,,,II+(III),II+,,III,,,,,Green,1 - Headworks to Kanaskat-Palmer State Park,http://www.americanwhitewater.org/content/River/detail/id/3114/,,3114,,putin,"{'x': -121.85135699999995, 'y': 47.305927635000046, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3099,3100,,,,I(II),I,,II,,,,Middle Clarion,Clarion River,Portland Mills to Cooksburg,http://www.americanwhitewater.org/content/River/detail/id/3115/,,3115,,putin,"{'x': -78.82838656399997, 'y': 41.37530975000004, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3100,3101,,,,V,V,,,,,,,"Nooksack, Middle Fork",Clearwater Creek to Heisters Creek,http://www.americanwhitewater.org/content/River/detail/id/3116/,,3116,,putin,"{'x': -122.04000446499998, 'y': 48.766604089000055, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3101,3102,,,,V,V,,,,,,La Grande Canyon,Nisqually,1 - La Grande Reservoir to Mashel River,http://www.americanwhitewater.org/content/River/detail/id/3117/,,3117,,putin,"{'x': -122.30366654299996, 'y': 46.82403100000005, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3102,3103,,,,I-II(III),II,I,III,,,,Lower Millstone Creek,East Branch Millstone Creek,Loleta to Clarion,http://www.americanwhitewater.org/content/River/detail/id/3120/,,3120,,putin,"{'x': -79.08114080299998, 'y': 41.39909914300006, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3103,3104,,,,I-II,II,I,,,,,Neshannock Falls rapids,Neshannock Creek,Neshannock Gorge,http://www.americanwhitewater.org/content/River/detail/id/3121/,,3121,,putin,"{'x': -80.28773322499995, 'y': 41.09170462900005, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3104,3105,,,,III+(IV),III+,,IV,,,,,Graves Creek,Headwaters (carry-in) to Big Piney Creek (1.9 miles),http://www.americanwhitewater.org/content/River/detail/id/3122/,,3122,,putin,"{'x': -93.19406130299996, 'y': 35.584255589000065, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3105,3106,,,,III-IV+,IV+,III,,,,,,"Horsehead Creek, West Fork",FR 1445A to Horsehead Lake (5 miles),http://www.americanwhitewater.org/content/River/detail/id/3123/,,3123,,putin,"{'x': -93.66009999999994, 'y': 35.61200000000008, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3106,3107,,,,I,I,,,,,,,Turtle Creek,"B) Hwy.140 to Shopiere (PnP, 1.3, or 4.7 miles)",http://www.americanwhitewater.org/content/River/detail/id/3124/,,3124,,putin,"{'x': -88.86300083899994, 'y': 42.59651502200006, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3107,3108,,,,V+,V+,,,,,,USB,"Boulder Creek, South",02. Pinecliffe to Gross Mountain Reservoir,http://www.americanwhitewater.org/content/River/detail/id/3125/,,3125,,putin,"{'x': -105.42899412499997, 'y': 39.93115230600006, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3108,3109,,,,I-II,II,I,,,,,Lusk Lock section,Little Beaver Creek,1. Lusk Lock to Beaver Creek State Park,http://www.americanwhitewater.org/content/River/detail/id/3126/,,3126,,putin,"{'x': -80.66878819499993, 'y': 40.74042078100007, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3109,3110,,,,I-II(III),II,I,III,,,,,Upper Tamarack,"Radigan dam to Markville (MN) (5.3, 10.3 or 13.3 miles)",http://www.americanwhitewater.org/content/River/detail/id/3127/,,3127,,putin,"{'x': -92.22531028099996, 'y': 46.21686263500004, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3110,3111,,,,III+(IV),III+,,IV,,,,Middle Gauley,Gauley,8 (Middle). Mason Branch to Bucklick Branch,http://www.americanwhitewater.org/content/River/detail/id/3128/,,3128,,putin,"{'x': -80.99077725499995, 'y': 38.22234034100006, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3111,3112,,,,II-III,III,II,,,,,,St. Croix,Taylor's Falls,http://www.americanwhitewater.org/content/River/detail/id/3129/,,3129,,putin,"{'x': -92.65027267499994, 'y': 45.40188707900006, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3112,3113,,,,I-III+(IV),III+,I,IV,,,,,Clear Creek,2.- Blackberry Mountain Road to DNR Takeout (Cartecay River),http://www.americanwhitewater.org/content/River/detail/id/3130/,,3130,,putin,"{'x': -84.43679999999995, 'y': 34.61970000000008, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3113,3114,,,,II-III(IV),III,II,IV,,,,,Brushy Fork,Brushy Fork Road to Stonelick Creek,http://www.americanwhitewater.org/content/River/detail/id/3131/,,3131,,putin,"{'x': -84.12135815399995, 'y': 39.135915510000075, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3114,3115,,,,II-III,III,II,,,,,,Banklick Creek,Independence Station Road to Doe Run confluence (5 miles),http://www.americanwhitewater.org/content/River/detail/id/3132/,,3132,,putin,"{'x': -84.55659688199995, 'y': 38.96219153700008, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3115,3116,,,,II+(III),II+,,III,,,,,Gunpowder Creek,Camp Ernst Road to Dale Williamson Rd. (7.5 miles),http://www.americanwhitewater.org/content/River/detail/id/3133/,,3133,,putin,"{'x': -84.71610691799998, 'y': 38.994196481000074, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3116,3117,,,,IV-V+,V+,IV,,,,,,Johnson Creek,"Headwaters to Halfway Creek, 31.1 mi to Ice Hole Campground",http://www.americanwhitewater.org/content/River/detail/id/3134/,,3134,,putin,"{'x': -115.57962939799995, 'y': 44.552302531000066, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3117,3118,,,,IV-V,V,IV,,,,,,Wells,Old Bridge to Lower Dam,http://www.americanwhitewater.org/content/River/detail/id/3136/,,3136,,putin,"{'x': -72.07429190199997, 'y': 44.152920247000054, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3118,3119,,,,II-III,III,II,,,,,Lower,Lehigh,2. Rockport to Glen Onoko ,http://www.americanwhitewater.org/content/River/detail/id/3137/,,3137,,putin,"{'x': -75.75442517999994, 'y': 40.96633649700004, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3119,3120,,,,II+(III),II+,,III,,,,Upper,Lehigh,1. White Haven to Rockport ,http://www.americanwhitewater.org/content/River/detail/id/3138/,,3138,,putin,"{'x': -75.77113612599999, 'y': 41.05896887000006, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3120,3121,,,,I(II),I,,II,,,,Wakeman,Vermilion,1. Upper,http://www.americanwhitewater.org/content/River/detail/id/3139/,,3139,,putin,"{'x': -82.39955562499995, 'y': 41.25714461200005, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3121,3122,,,,I(II),I,,II,,,,Birmingham,Vermilion,2. Middle,http://www.americanwhitewater.org/content/River/detail/id/3140/,,3140,,putin,"{'x': -82.34981731599999, 'y': 41.33339046900005, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3122,3123,,,,I,I,,,,,,Below Mill Hollow,Vermilion,3. Lower,http://www.americanwhitewater.org/content/River/detail/id/3141/,,3141,,putin,"{'x': -82.31677751499996, 'y': 41.38223254300004, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
